#name RADeg decDeg z
160	189.236700	25.840800	0.1750
161	192.151700	-5.800300	0.0041
162	193.019600	-29.347500	0.1880
163	193.269600	62.802800	0.2350
164	194.962500	31.346700	0.0523
165	195.430800	10.993100	0.2310
166	197.137100	53.704200	0.3300
167	197.802900	32.482800	0.2450
168	198.080800	39.016100	0.4040
169	198.412900	-32.844700	0.0518
170	202.366200	11.723100	0.0228
171	202.455800	-33.173100	0.0511
172	202.879200	62.640000	0.2190
173	203.584600	50.518100	0.6200
174	204.523700	-29.739400	0.1890
175	204.709200	38.855000	0.2460
176	205.139600	40.296100	0.1710
177	205.225000	39.974400	0.1690
178	205.466700	26.380300	0.0755
179	205.866200	55.781900	0.0673
180	207.250800	49.309200	0.1670
181	208.569600	-2.362800	0.5460
182	209.330800	62.545000	0.5250
183	211.729200	28.571100	0.1180
184	212.555800	59.710600	0.3160
185	212.566200	59.640800	0.3190
186	214.111700	23.258600	0.1380
187	214.117100	44.777200	0.4000
188	214.630000	25.179700	0.2900
189	216.992500	26.506400	0.0324
190	218.572100	-32.484400	0.2410
191	219.243300	55.129200	0.1250
192	219.710800	64.394200	0.1460
193	222.150800	-27.819400	0.1750
194	222.822500	18.683300	0.0439
195	225.326200	-8.509200	0.1080
196	226.162900	-14.899400	0.2840
197	228.887500	43.776400	0.1370
198	231.167900	9.959700	0.5160
199	233.321200	31.148600	0.0673
200	234.435800	12.005800	0.1340
201	238.051200	20.228300	0.1360
202	243.547900	34.423600	0.2690
203	247.442100	21.398600	0.1840
204	247.561200	24.580300	0.0655
205	247.770400	21.365000	0.0980
206	249.981200	53.798600	0.1110
207	250.295800	82.540600	0.2060
208	250.467900	40.024700	0.4640
209	254.641200	34.502200	0.3300
210	255.177900	64.216100	0.2250
211	255.344200	64.235800	0.4530
212	260.724600	41.091700	0.3090
213	262.252500	74.677800	0.2130
214	266.614200	68.815800	0.2170
215	267.785800	65.533100	0.0428
216	267.910800	67.321900	0.0933
217	271.732500	65.619700	0.2630
218	271.867100	69.772800	0.0941
219	274.791700	69.160800	0.2050
220	275.931200	56.973900	0.1050
221	281.677900	-74.533100	0.1410
222	300.805400	-32.791900	0.2560
223	300.868300	-55.946400	0.0148
224	302.971700	-35.927800	0.1720
225	312.910800	-57.073300	0.0599
226	318.582500	-68.015600	0.1300
227	324.278700	0.446700	0.0509
228	324.463300	-42.852200	0.1850
229	333.376700	-16.934700	0.2970
230	335.037900	-52.466900	0.1020
231	335.557900	-52.586900	0.1740
232	339.851700	-5.782500	0.2420
233	339.911700	-5.720300	0.2430
234	341.872900	3.618900	0.2000
235	344.529600	20.918300	0.2880
236	346.357100	-35.761900	0.2010
237	349.522900	-42.592800	0.2090
238	349.892500	12.436700	0.1260
239	350.811700	18.189700	0.1540
240	351.412500	-54.732500	0.1020
241	357.222500	-31.286700	0.1840
242	358.797900	-15.008100	0.0857
